l1cordx,l2cordx,l3cordx,l1cordy,l2cordy,l3cordy,r1cordx,r2cordx,r3cordx,r1cordy,r2cordy,r3cordy,isSame,whichDirection,retentionDuration,l_words_word1,l_words_word2,l_words_word3,r_words_word1,r_words_word2,r_words_word3,subWord
897,893,896,604,478,539,1019,999,1013,588,529,484,2,2,1.06591236087983,taste,clean,alarm,watch,group,taste,alarm
914,895,901,559,527,480,1011,1003,1018,497,600,558,1,1,1.0644364389202,relax,watch,taste,alarm,clean,relax,nan
904,924,913,559,483,524,1019,1019,1005,502,536,580,2,1,1.01413657009638,relax,taste,clean,clean,relax,taste,alarm
904,911,903,564,484,605,999,1014,994,518,484,593,2,1,1.01436592724577,group,watch,relax,alarm,watch,clean,alarm
912,905,919,489,534,606,1016,1026,1000,498,531,596,1,2,0.957203654499876,group,relax,watch,relax,clean,alarm,nan
922,905,902,505,566,475,1014,1020,1011,523,565,604,1,2,1.03982671186024,taste,watch,group,clean,group,relax,nan
899,898,894,579,543,475,994,1013,994,494,603,549,1,2,1.05925158865632,group,taste,clean,group,relax,watch,nan
915,898,903,508,607,568,1019,1009,1012,519,607,564,1,2,0.988317811230245,alarm,taste,group,group,watch,relax,nan
923,905,911,489,589,538,1027,1003,1003,550,509,596,1,2,0.989243122338244,alarm,clean,watch,relax,group,watch,nan
899,904,925,588,554,499,998,1019,1017,516,586,481,2,1,0.993132481673022,alarm,group,watch,relax,alarm,watch,clean
903,919,916,575,495,536,1006,997,1023,598,528,475,1,1,0.955807837454923,clean,alarm,group,relax,alarm,clean,nan
909,909,917,585,542,473,1000,997,994,606,570,534,1,1,1.03507506368332,watch,relax,group,clean,watch,group,nan
923,908,912,566,604,511,1018,1018,1005,600,520,563,2,1,1.08073290527271,alarm,watch,taste,watch,group,alarm,clean
910,897,911,476,571,535,1000,1006,1008,499,542,601,1,2,1.08170517976968,watch,group,clean,taste,clean,relax,nan
902,923,922,511,596,563,1027,1013,996,475,520,558,2,2,1.04943938882614,clean,watch,taste,taste,watch,relax,group
911,915,906,534,570,487,994,1004,996,550,588,476,2,2,0.952102301416709,taste,group,clean,group,alarm,taste,watch
912,921,908,600,515,551,995,1018,996,503,596,536,1,2,1.03792756801482,group,taste,alarm,clean,group,alarm,nan
907,915,900,491,523,585,1021,1006,1024,525,490,584,2,1,0.926366133095103,watch,relax,taste,taste,clean,group,clean
893,926,918,477,546,584,1023,1018,1026,589,549,486,1,2,0.92470016646396,taste,group,clean,watch,group,alarm,nan
916,926,911,600,535,482,1013,1027,1007,571,485,522,1,2,0.938180570648898,alarm,taste,relax,watch,taste,alarm,nan
910,901,905,520,477,570,1019,996,1004,607,562,502,2,1,0.929146419899258,taste,relax,clean,relax,group,clean,watch
906,914,916,481,564,514,1011,1009,1012,599,477,524,2,2,1.01700872305374,watch,group,alarm,watch,relax,group,taste
895,917,896,520,571,487,1013,997,1020,555,594,476,2,2,0.914672338016093,group,taste,watch,relax,clean,watch,taste
905,909,893,596,561,496,1000,1018,1020,504,600,559,1,2,1.06446524443706,clean,group,taste,alarm,clean,relax,nan
901,921,913,473,524,563,1011,1024,1023,475,584,539,1,2,1.04458059465369,taste,group,watch,watch,alarm,relax,nan
900,899,915,594,563,496,995,997,1020,543,585,480,2,1,1.0851716076035,watch,taste,group,group,clean,alarm,relax
920,897,912,567,514,604,996,1011,994,542,600,482,2,1,0.998527719692356,relax,watch,taste,alarm,relax,watch,alarm
906,893,923,595,529,482,1005,1012,1025,528,603,567,1,2,1.03097657968993,relax,watch,clean,relax,group,alarm,nan
895,898,914,551,607,495,1015,1017,994,515,545,481,1,1,1.07802469559234,watch,relax,group,clean,relax,watch,nan
905,911,910,575,498,545,1024,1004,995,480,512,605,2,2,1.0077051148938,relax,taste,watch,alarm,taste,watch,group
919,910,901,593,482,558,1016,1014,1018,597,514,545,1,2,0.956441032911645,taste,watch,group,group,clean,relax,nan
898,906,894,485,598,529,1017,1000,1012,499,534,573,2,2,1.09519150357599,watch,group,clean,alarm,watch,relax,group
923,903,917,518,579,473,1017,1016,1011,545,513,604,2,1,0.907285103105096,alarm,group,clean,relax,alarm,watch,watch
903,893,898,494,528,566,1021,1017,1011,500,585,548,2,1,0.965248914612063,watch,group,taste,watch,relax,group,relax
904,920,902,604,544,511,1016,1009,996,600,521,484,1,1,1.09460272477856,taste,clean,alarm,alarm,watch,group,nan
900,914,901,549,596,515,1011,999,1001,564,481,597,1,1,0.973006525061149,relax,clean,taste,clean,relax,taste,nan
919,908,911,483,526,577,1005,1008,998,475,591,516,1,2,0.961829923779184,taste,group,watch,clean,alarm,group,nan
895,901,911,526,482,578,1025,1014,1027,546,493,590,2,2,0.924182476916126,alarm,relax,clean,group,taste,alarm,watch
925,920,919,582,549,480,1002,1004,996,552,473,505,1,2,1.08315314080816,relax,watch,group,clean,watch,group,nan
898,920,922,562,531,477,1011,1022,996,607,573,485,2,1,0.9270956411363,clean,taste,alarm,group,clean,taste,watch
902,921,919,553,513,584,1019,998,1016,548,587,517,1,1,0.966423578365668,relax,taste,group,alarm,watch,clean,nan
916,908,925,517,548,476,1002,1002,1005,529,562,499,2,2,1.07949597847998,taste,alarm,relax,alarm,relax,group,watch
897,925,899,560,592,495,1022,1025,998,544,589,509,1,1,0.999929755569455,relax,group,alarm,alarm,group,watch,nan
910,921,924,596,525,564,1012,1016,1015,509,557,601,2,2,1.02305764844301,alarm,group,taste,taste,group,alarm,clean
917,895,894,590,557,517,1024,1019,1019,582,515,548,2,2,1.01662659361773,watch,group,alarm,alarm,group,relax,clean
924,901,901,509,477,590,1005,1021,1021,476,529,588,2,1,1.03965078532548,relax,watch,clean,relax,taste,alarm,group
917,920,893,598,552,480,1025,995,1003,596,488,547,2,2,0.905866468550872,clean,watch,group,clean,alarm,relax,group
918,906,915,585,475,508,1025,1008,1008,487,521,589,1,2,1.00557653754773,relax,taste,watch,watch,relax,clean,nan
906,908,923,599,481,561,1013,1018,1007,559,595,518,2,2,0.906414569283997,taste,relax,clean,group,relax,clean,watch
901,925,912,477,543,513,997,998,1014,605,522,556,1,2,1.06542846456726,watch,relax,taste,relax,clean,alarm,nan
910,925,898,482,606,530,1006,1015,1020,591,544,489,1,2,0.967997241296434,clean,group,taste,watch,taste,alarm,nan
900,918,910,602,513,568,1003,1002,1025,542,607,504,2,2,1.06934219177611,watch,relax,alarm,taste,relax,group,clean
921,912,912,477,595,557,1003,1022,998,482,588,546,2,2,0.94921391342122,clean,alarm,group,alarm,taste,clean,group
915,924,899,482,525,581,1001,1022,1002,606,474,531,1,2,1.01629825047363,watch,clean,alarm,taste,alarm,watch,nan
920,909,904,579,489,528,994,1009,1006,484,571,517,2,1,1.08753537581496,taste,group,watch,group,relax,alarm,alarm
919,898,917,515,602,559,1024,1007,1027,524,607,560,2,1,0.909557458477013,relax,clean,group,relax,clean,group,watch
909,904,911,550,586,483,1009,1026,1005,525,578,475,2,2,0.910795531834048,group,taste,relax,group,watch,clean,alarm
903,903,898,482,522,606,1013,994,1024,515,594,555,2,2,0.904123606823998,watch,alarm,taste,clean,group,alarm,relax
916,912,906,543,479,580,1004,1007,1002,500,600,550,2,1,1.03629570283924,taste,alarm,group,watch,relax,alarm,watch
926,895,906,529,573,482,1027,1010,1001,512,575,605,2,2,1.01972570532665,watch,taste,relax,watch,alarm,group,taste
919,895,912,602,565,508,1027,1014,1027,555,587,477,1,2,0.922806006903131,taste,group,clean,watch,relax,alarm,nan
921,898,893,508,588,546,1026,996,1026,541,583,480,1,2,1.05924907014517,relax,alarm,group,clean,watch,group,nan
916,925,912,489,596,534,1016,998,1015,592,502,555,2,1,1.02357011742786,group,alarm,relax,taste,alarm,relax,clean
913,920,924,474,524,595,1018,1016,1011,592,479,538,1,2,0.914042704797392,watch,relax,taste,taste,alarm,watch,nan
918,917,896,477,581,515,1005,1001,1006,584,550,509,1,2,0.9138557945136,alarm,watch,taste,clean,taste,watch,nan
909,925,917,604,477,517,1011,998,1019,527,598,563,1,2,0.927201477724018,alarm,group,taste,taste,group,clean,nan
922,926,925,474,506,555,1003,995,1020,533,494,597,2,2,1.0577782639314,watch,clean,group,watch,relax,taste,alarm
895,926,913,541,476,604,1018,999,995,557,603,483,2,1,0.918479691584766,group,watch,relax,taste,clean,relax,alarm
925,898,917,593,506,553,1020,1011,995,500,590,554,2,2,0.947573758401461,alarm,relax,watch,watch,alarm,relax,taste
896,925,903,605,550,504,996,1023,1005,591,548,492,1,1,0.948729582523357,group,watch,relax,group,watch,taste,nan
911,911,908,480,600,529,1001,1019,1021,494,591,560,1,1,0.920964442531779,alarm,relax,group,relax,clean,group,nan
906,895,894,568,600,537,1000,998,1015,576,480,524,2,2,1.07167055204575,taste,alarm,clean,group,alarm,clean,relax
896,903,906,507,551,582,1015,996,1027,488,602,529,1,2,1.03963995323591,relax,watch,taste,alarm,taste,relax,nan
917,923,905,478,525,589,1018,1016,999,573,479,542,1,2,1.04674842665266,taste,clean,watch,relax,alarm,watch,nan
913,921,902,474,536,585,1022,1010,1014,480,549,589,2,1,1.03010612489098,group,watch,relax,clean,watch,relax,clean
919,893,920,596,562,530,994,1010,1004,534,602,476,1,2,1.00325411315483,group,clean,relax,clean,taste,relax,nan
912,914,908,474,550,604,1000,1004,996,473,544,579,2,1,0.965277627017776,relax,alarm,watch,group,alarm,taste,taste
920,920,920,549,590,505,1009,1005,1023,505,596,551,2,2,1.0323552393557,taste,group,clean,clean,alarm,watch,group
912,901,919,529,596,494,1006,1024,1014,474,525,592,2,2,0.923513096924351,relax,group,alarm,taste,watch,alarm,group
924,895,902,502,533,599,1005,1009,1004,507,547,602,1,2,0.929563482836321,relax,clean,group,relax,watch,group,nan
922,902,895,517,584,547,996,1019,999,478,581,518,2,1,0.903952932745763,watch,clean,group,clean,watch,alarm,taste
910,896,895,493,539,587,1019,1000,1005,560,529,592,2,1,1.09285834605991,taste,watch,group,clean,relax,watch,clean
919,909,914,519,598,477,1007,996,996,485,517,577,2,1,1.09407458040266,clean,taste,group,alarm,clean,relax,relax
909,907,907,584,549,502,1016,1001,1016,584,480,514,2,2,0.924772101429364,taste,watch,clean,alarm,watch,group,relax
921,906,923,482,513,579,1012,1012,1002,484,600,557,2,2,0.993482005354892,taste,alarm,group,relax,taste,watch,clean
904,923,907,566,508,474,995,1016,1019,580,541,484,1,2,1.03133880066089,watch,taste,alarm,alarm,clean,group,nan
926,907,898,571,525,494,1004,1025,1004,563,514,601,1,2,0.958037113326573,clean,group,alarm,relax,alarm,watch,nan
902,902,911,579,481,525,1026,995,1008,546,492,596,2,2,1.05090732794326,relax,watch,taste,taste,alarm,watch,group
895,894,924,550,473,520,1025,999,996,566,478,599,1,1,1.01162361027179,group,watch,clean,group,watch,taste,nan
918,900,915,532,491,605,1006,1008,995,514,565,473,1,2,0.985558519109691,group,watch,clean,clean,group,relax,nan
921,901,906,476,607,573,1014,1005,1000,570,517,606,1,1,0.95343881145484,taste,watch,group,alarm,taste,watch,nan
924,894,901,489,569,602,1013,997,1003,511,474,575,1,1,1.05074721482661,clean,taste,group,taste,relax,watch,nan
904,916,921,498,592,558,1022,1021,996,497,599,564,2,2,1.07967526500113,watch,clean,alarm,relax,alarm,group,taste
920,893,925,557,591,497,1026,1007,1005,586,495,537,2,2,1.04568880679156,clean,group,watch,taste,group,relax,clean
911,913,905,560,592,506,996,1016,995,494,602,535,1,2,0.981366026930898,alarm,relax,watch,alarm,group,clean,nan
908,906,895,492,542,607,1024,1013,997,491,601,546,1,1,1.08766316805074,alarm,relax,group,alarm,group,watch,nan
920,901,899,533,499,572,1013,994,996,485,584,537,2,2,0.951085490987561,relax,group,watch,relax,alarm,taste,group
925,915,912,563,602,531,1000,1016,1024,595,499,531,1,2,1.00663264812176,alarm,clean,group,taste,group,alarm,nan
895,904,899,598,551,475,1001,1004,1004,473,511,587,2,1,1.09095097407527,watch,taste,relax,alarm,clean,relax,clean
917,896,903,512,479,580,1017,1003,1014,515,600,563,2,1,0.953549507288019,alarm,watch,relax,alarm,relax,clean,clean
901,911,908,571,603,523,1014,1009,1006,474,572,524,1,1,0.950016924117918,clean,taste,alarm,relax,clean,taste,nan
906,898,904,525,561,607,1013,1015,1026,576,531,480,1,2,1.08553454404787,taste,alarm,group,alarm,clean,watch,nan
902,922,903,569,486,533,1026,1021,1019,605,485,570,1,1,0.913716469711091,group,taste,watch,taste,watch,group,nan
921,915,908,566,517,597,1013,1013,1023,517,586,482,2,2,0.959880077312173,watch,clean,group,taste,watch,clean,relax
926,921,901,513,592,475,997,994,1014,528,481,585,1,2,1.01831670683127,watch,alarm,group,alarm,group,taste,nan
915,918,894,493,602,569,999,1020,1017,489,525,577,1,1,0.940659829071267,group,clean,alarm,alarm,relax,taste,nan
916,920,915,489,597,557,997,1003,1007,555,523,475,1,1,1.02717663977738,group,taste,clean,alarm,taste,clean,nan
924,914,898,599,498,541,999,1021,1001,526,473,559,1,2,1.05967405156605,alarm,taste,group,relax,clean,watch,nan
916,917,920,525,599,494,1016,1017,998,604,550,515,1,2,1.00034021047284,alarm,clean,watch,clean,alarm,relax,nan
912,916,906,563,518,478,1015,1014,999,607,526,475,1,2,1.03016242718983,relax,taste,alarm,watch,group,clean,nan
906,904,904,478,590,533,1006,1007,1025,572,525,606,2,2,1.05919099711123,watch,taste,alarm,alarm,watch,clean,taste
914,911,918,476,583,511,999,996,995,503,584,536,2,1,0.946674753614314,taste,watch,alarm,alarm,taste,group,relax
905,922,918,568,530,602,1007,1027,1023,536,499,586,1,1,1.02016778768696,taste,clean,group,alarm,watch,group,nan
906,895,899,488,599,565,1021,1016,1011,505,599,544,2,2,0.922492475676657,taste,relax,group,relax,taste,group,alarm
905,910,897,487,598,556,1007,1001,1021,482,513,557,1,2,1.00315313063918,group,relax,taste,relax,taste,watch,nan
908,907,899,539,606,496,1019,997,1009,544,499,596,1,2,1.06756813817405,watch,relax,clean,relax,watch,clean,nan
910,923,914,497,585,527,1004,1002,1005,522,572,477,2,1,1.08415802159974,taste,alarm,watch,alarm,watch,relax,relax
923,914,921,473,562,507,1015,1024,1019,548,502,596,2,2,0.999645585891071,relax,taste,group,clean,watch,taste,relax
900,926,910,475,606,534,1023,1001,1006,542,494,585,1,1,0.955522224452878,taste,alarm,clean,group,watch,relax,nan
904,912,898,543,485,578,1001,1010,1012,477,525,600,2,1,1.03050399214966,watch,alarm,group,watch,group,clean,clean
912,921,917,547,477,591,1010,1024,1024,570,524,483,1,1,1.08345976076013,watch,taste,group,clean,watch,alarm,nan
909,909,923,605,495,558,997,1000,1022,576,502,533,2,2,1.00196789070295,alarm,relax,clean,relax,group,taste,alarm
902,911,900,488,521,578,998,1009,1002,553,513,603,2,1,1.09483829676052,watch,taste,alarm,relax,taste,group,group
912,899,922,571,523,489,996,1014,1008,597,560,496,2,1,0.939455788419463,alarm,taste,relax,clean,watch,taste,group
922,914,900,592,540,473,996,1014,1022,509,552,603,2,1,0.922236996757787,alarm,watch,group,watch,relax,clean,taste
895,925,921,585,538,481,1015,1016,999,555,597,508,2,1,0.959470858673724,group,taste,clean,relax,clean,watch,watch
908,911,922,594,560,506,1007,1003,1019,595,523,486,1,2,0.979283707112345,taste,watch,relax,group,clean,taste,nan
896,909,910,474,596,522,1015,1008,1023,522,566,596,1,2,0.984151136669698,clean,group,taste,watch,clean,relax,nan
912,919,909,505,590,539,1022,1021,1011,575,481,528,2,1,0.962295071530091,alarm,clean,group,clean,alarm,relax,taste
911,896,923,490,605,529,1019,1025,1013,595,492,564,1,1,1.03876863418645,taste,watch,clean,group,alarm,relax,nan
919,922,895,545,584,474,1026,1009,1022,482,553,519,1,2,0.9183743666543,relax,alarm,watch,clean,watch,relax,nan
901,893,910,588,536,493,1020,1004,1027,596,562,509,2,2,0.980417723807409,taste,alarm,clean,alarm,clean,relax,taste
912,910,914,606,569,521,1025,1008,1020,526,494,574,2,2,0.959036160805993,taste,watch,clean,clean,alarm,group,taste
908,916,917,557,588,489,1018,1004,1005,477,605,541,2,2,0.961299355805276,clean,alarm,relax,alarm,taste,group,watch
922,912,900,488,535,569,1002,1003,1011,510,543,581,1,1,0.921112226147055,group,watch,clean,taste,relax,clean,nan
915,909,893,485,586,528,1018,998,1002,606,564,499,1,2,1.01876552091285,alarm,watch,clean,group,relax,watch,nan
905,904,897,517,473,549,1017,999,1011,478,526,573,1,1,0.956545503248952,group,relax,clean,taste,watch,clean,nan
904,913,919,532,494,567,1020,1010,996,571,538,490,2,1,0.9310443241879,alarm,watch,taste,watch,relax,alarm,group
901,923,925,554,478,589,1019,997,996,603,473,529,1,1,0.900131733517223,group,clean,watch,taste,relax,clean,nan
925,916,906,519,488,553,1004,1025,1015,576,517,474,2,1,0.956719083415676,clean,taste,watch,watch,relax,taste,alarm
903,925,926,517,485,581,1011,999,1014,497,544,601,2,1,1.01016217499592,clean,group,relax,alarm,clean,relax,taste
898,896,904,599,491,562,1020,999,996,523,601,484,1,1,1.07418043830074,group,alarm,relax,alarm,taste,clean,nan
905,910,897,607,571,541,1013,1018,1014,595,540,507,1,1,0.908450685066499,alarm,taste,group,clean,alarm,relax,nan
918,896,906,602,483,525,1026,1016,1012,553,606,475,1,2,1.08094439629327,relax,group,taste,alarm,taste,group,nan
916,911,912,474,552,521,999,1006,1022,519,554,482,1,1,0.926194817273033,alarm,watch,group,group,alarm,relax,nan
916,916,914,576,607,507,1024,997,1015,580,510,477,1,1,1.06674578962461,group,watch,clean,taste,group,alarm,nan
893,898,911,592,479,517,1019,994,1003,548,512,475,2,2,1.06009367497981,group,alarm,clean,watch,alarm,clean,relax
905,919,903,563,490,600,1003,1006,997,597,556,503,1,2,1.08357601839973,clean,group,taste,clean,group,watch,nan
923,906,898,548,604,513,1015,1020,996,498,601,560,1,2,0.927460731689175,clean,alarm,relax,taste,clean,alarm,nan
903,923,898,494,537,601,1009,1009,1015,485,526,593,2,2,1.00094646351149,group,clean,taste,watch,relax,taste,clean
913,903,897,593,552,494,998,997,1017,540,596,494,1,2,0.980991696023459,taste,clean,alarm,watch,clean,group,nan
903,895,917,514,478,554,1012,1021,1003,566,598,531,1,2,0.934714432306944,watch,group,taste,taste,watch,clean,nan
897,900,908,585,552,522,1026,1016,1008,475,510,606,2,2,1.01503672249357,group,alarm,watch,watch,group,relax,clean
906,896,897,484,558,515,1009,1009,1006,585,484,552,1,1,1.02124358651456,group,clean,alarm,relax,group,taste,nan
920,925,916,580,522,475,1014,1012,996,579,480,514,2,1,0.942889148083196,clean,taste,watch,relax,taste,alarm,relax
926,893,899,598,556,507,997,1011,996,598,532,494,2,1,1.00398645101129,clean,relax,group,watch,relax,clean,alarm
922,897,920,590,555,509,1000,1015,998,572,517,485,2,1,1.09783716192788,taste,group,clean,group,taste,relax,watch
896,893,910,475,583,542,999,1015,1016,533,482,604,1,2,0.997983032482679,relax,alarm,group,clean,taste,relax,nan
904,900,911,598,485,529,995,1000,1001,490,558,604,2,1,1.03897464223742,relax,group,watch,watch,taste,clean,clean
901,893,900,555,593,499,1003,1021,1002,518,558,589,1,1,0.982284365477553,relax,alarm,group,alarm,watch,clean,nan
903,914,919,525,562,475,1001,1000,994,581,546,506,2,2,0.906955348019949,taste,clean,relax,clean,taste,alarm,group
926,910,910,512,478,588,1006,1007,1018,480,540,574,2,1,0.958566311193707,clean,watch,group,group,alarm,clean,relax
911,901,912,553,475,598,998,1002,1013,594,484,541,2,2,1.06028834755551,relax,watch,clean,group,alarm,relax,clean
918,899,907,507,604,551,1027,1003,1012,525,489,590,1,2,0.969300398112615,group,relax,taste,alarm,relax,group,nan
921,896,917,560,605,495,1011,994,1019,575,486,535,2,2,0.916663188964775,alarm,group,watch,watch,clean,relax,alarm
898,905,895,491,522,567,1007,1025,1021,498,530,601,1,2,1.00222127418857,clean,group,taste,watch,group,relax,nan
923,893,913,554,607,478,1002,1011,1007,598,554,524,1,1,0.973366681570457,relax,taste,alarm,alarm,relax,group,nan
896,913,922,587,486,553,1006,1009,998,588,486,548,1,1,1.0478959009775,watch,group,alarm,alarm,clean,relax,nan
918,909,908,549,508,473,1007,1011,1000,580,503,546,1,2,1.0049480327884,clean,alarm,watch,group,watch,taste,nan
917,903,915,607,474,571,1025,1005,1018,551,599,475,1,2,1.06090417549175,clean,group,watch,taste,group,alarm,nan
917,918,903,584,549,508,1010,1005,1016,481,543,604,1,2,1.06338223580991,alarm,group,watch,watch,alarm,taste,nan
897,921,913,581,516,476,1014,1027,996,479,534,579,1,2,0.937894296337088,relax,watch,clean,clean,group,taste,nan
908,902,902,589,480,524,994,1010,1007,585,497,528,2,2,0.924738691372873,group,alarm,taste,relax,taste,group,clean
910,910,920,541,578,478,1013,1019,1010,602,494,537,1,2,1.0641992957982,alarm,taste,group,group,alarm,clean,nan
911,908,920,577,484,527,1020,1016,1020,575,504,543,2,1,1.02757952400229,watch,relax,taste,group,alarm,relax,alarm
922,904,925,528,576,477,1016,1020,999,540,480,590,2,1,0.903223960376443,watch,clean,group,group,watch,taste,relax
916,921,908,571,488,538,1011,1003,1010,599,495,557,2,1,1.07919092552795,watch,clean,taste,relax,taste,alarm,group
920,926,908,538,585,485,1021,1003,996,606,496,557,1,2,1.003075011424,group,clean,relax,alarm,watch,relax,nan
911,914,913,594,525,486,1026,1018,1020,588,521,485,1,2,1.00890438766925,group,watch,relax,relax,group,watch,nan
925,899,921,564,531,600,1004,1000,1007,473,596,531,1,2,1.02128844164971,relax,alarm,clean,alarm,taste,watch,nan
895,897,894,601,477,510,1020,1022,1002,484,606,532,2,2,1.05208724356804,clean,group,taste,clean,watch,relax,taste
911,912,899,482,584,526,1003,999,996,476,576,531,2,1,1.07106937437538,alarm,watch,clean,group,alarm,taste,group
902,904,924,551,519,604,994,1026,996,599,474,510,1,2,0.976573689666352,relax,clean,watch,group,relax,taste,nan
909,902,925,529,482,590,997,1018,1025,571,539,480,2,2,0.916929837723445,alarm,clean,relax,watch,taste,clean,group
916,911,908,552,605,520,1005,998,1001,605,482,526,2,1,1.04677465975625,group,alarm,clean,taste,clean,watch,watch
900,899,920,585,500,530,1004,1022,1026,530,484,576,2,2,0.966397866524886,taste,alarm,watch,group,relax,clean,watch
913,916,924,483,590,521,994,1025,1005,607,574,480,2,2,1.06794990697493,clean,taste,alarm,alarm,group,taste,watch
904,895,915,512,556,606,999,1013,1026,473,542,511,1,1,0.974344661603311,group,relax,taste,group,watch,alarm,nan
922,894,905,570,528,607,1009,1007,1005,594,479,512,1,2,1.06564305400673,taste,clean,watch,watch,taste,group,nan
897,902,906,581,507,541,1019,1008,996,576,485,527,2,2,0.935303725792312,taste,group,relax,clean,watch,relax,group
896,895,907,478,557,525,1017,1017,1014,546,580,485,2,1,0.925903972206933,taste,group,clean,watch,alarm,group,relax
925,923,916,536,473,570,1018,1002,1012,600,516,483,1,1,1.07597671648358,relax,watch,clean,clean,relax,group,nan
898,921,908,526,476,559,1009,995,1024,597,558,493,1,1,0.908815825693539,group,taste,watch,relax,clean,taste,nan
898,906,925,534,479,570,1025,1026,1000,504,599,539,1,2,1.03734400369616,taste,relax,alarm,relax,watch,taste,nan
898,898,905,572,527,480,1027,1027,1020,538,482,576,1,2,1.04675458098672,relax,clean,taste,group,watch,relax,nan
896,907,904,540,605,474,1025,1020,1005,515,589,548,1,1,0.987434487448932,watch,clean,relax,alarm,watch,clean,nan
908,907,923,518,578,486,1009,1027,1026,486,573,519,1,2,0.975967783381526,group,alarm,relax,group,alarm,watch,nan
915,917,911,508,590,473,1024,1010,1022,584,542,500,2,2,1.09593148796931,group,watch,clean,group,watch,relax,taste
921,906,918,522,552,597,1007,998,1018,566,474,513,1,2,0.979798684522326,alarm,watch,clean,taste,clean,watch,nan
919,925,897,548,496,599,1014,1009,1001,486,601,522,2,2,0.988037382853874,taste,relax,alarm,watch,relax,alarm,clean
917,923,908,546,585,515,1012,1019,994,543,508,599,2,1,0.931361577508879,clean,group,taste,clean,watch,alarm,relax
909,925,895,473,582,506,1022,1016,1001,484,548,596,2,1,0.965206856813284,taste,watch,clean,taste,watch,relax,group
917,904,915,577,544,473,1003,1023,1012,481,591,539,2,2,0.962812385734693,clean,taste,relax,relax,watch,alarm,group
925,902,916,521,564,477,1016,1019,997,582,552,511,2,1,1.07890013278085,group,taste,alarm,group,clean,alarm,watch
910,923,924,501,532,571,1014,1014,1022,492,577,540,1,1,0.949404835852808,clean,watch,relax,watch,relax,group,nan
903,900,915,566,598,493,1016,1003,1024,562,495,525,2,1,0.96213580318253,watch,alarm,taste,clean,relax,watch,relax
919,897,916,576,542,479,1004,1005,1005,482,550,601,1,2,0.981773781608434,alarm,taste,group,clean,group,relax,nan
901,910,921,516,553,604,1005,1022,1009,512,549,475,2,1,1.04160217881281,group,taste,relax,taste,relax,watch,watch
901,923,908,486,600,524,1000,1007,994,514,595,553,2,2,0.928727519011899,group,clean,alarm,clean,watch,relax,alarm
908,906,908,489,561,600,997,996,1004,591,549,499,1,1,1.0742644133146,watch,group,alarm,watch,relax,taste,nan
914,900,920,484,586,520,1003,1023,1010,524,571,489,1,2,0.916631179350692,alarm,watch,taste,relax,watch,taste,nan
913,895,920,595,551,479,1006,1008,1002,538,483,602,1,2,0.992347567673626,taste,watch,group,watch,group,alarm,nan
897,924,899,599,508,477,1012,999,1017,581,520,476,2,1,0.90607780473223,clean,relax,alarm,relax,group,watch,group
897,913,894,518,481,593,1027,994,1024,482,577,515,2,2,1.05064010654177,alarm,taste,relax,clean,relax,watch,taste
902,905,895,555,504,588,995,1016,1013,540,501,604,1,1,1.04000853390592,clean,watch,relax,taste,alarm,clean,nan
917,915,898,488,592,525,1017,1006,1003,482,599,557,2,2,0.942902449232798,clean,group,relax,alarm,group,watch,taste
907,919,898,584,488,546,1024,1006,1025,515,548,484,2,2,1.03598093710468,group,taste,clean,alarm,group,watch,relax
921,904,914,521,563,485,1023,1008,996,603,485,525,1,1,1.01145853613799,alarm,group,clean,alarm,group,clean,nan
924,916,894,584,530,486,998,1011,1015,493,601,546,2,1,1.07013578051802,relax,watch,taste,relax,watch,group,alarm
906,900,909,490,586,537,1026,1004,1026,558,492,597,1,1,1.01171309836058,relax,watch,taste,group,relax,taste,nan
894,925,916,516,562,595,1008,1010,1011,479,586,545,2,1,1.08035473280951,relax,clean,alarm,alarm,watch,taste,taste
912,917,897,509,566,607,1023,994,1026,603,550,518,1,1,0.983903540802637,relax,watch,alarm,clean,watch,relax,nan
918,898,901,565,597,512,1023,999,1003,552,515,584,1,2,0.971625670557807,alarm,relax,group,clean,taste,alarm,nan
904,908,902,486,551,587,1006,1004,1011,517,548,595,1,2,0.997797503475897,watch,group,taste,clean,taste,alarm,nan
909,914,899,584,476,522,1015,1019,1024,607,502,562,1,2,0.951192428200438,clean,group,taste,watch,relax,clean,nan
900,924,904,589,550,496,1023,1013,1001,491,563,529,2,2,1.08583385379848,clean,group,alarm,watch,clean,taste,relax
924,911,920,522,476,572,994,1017,1021,541,473,578,1,1,0.993351362842087,watch,relax,taste,alarm,watch,taste,nan
909,914,903,578,495,539,996,1021,998,474,556,604,2,2,0.950801570111389,alarm,clean,relax,relax,clean,watch,group
911,916,919,588,534,494,1006,1022,1008,492,541,600,1,1,0.986243689455615,watch,clean,alarm,clean,taste,relax,nan
900,924,911,554,504,598,999,998,1023,581,531,492,1,2,1.04050600225047,alarm,clean,group,relax,watch,group,nan
896,898,911,485,536,566,995,1016,1017,533,486,600,1,1,0.98046597359732,taste,relax,group,clean,relax,group,nan
895,906,917,555,485,522,1020,1019,1010,564,597,484,2,2,0.936368015733138,group,taste,relax,relax,alarm,group,taste
920,903,919,546,602,498,1005,1017,1014,476,568,523,1,1,1.07125022322934,watch,taste,alarm,clean,relax,alarm,nan
